id,total,voted_total,gender_F,gender_M,gender_U,gender_F_voted,gender_M_voted,gender_U_voted,race_A,race_B,race_I,race_M,race_O,race_U,race_W,race_A_voted,race_B_voted,race_I_voted,race_M_voted,race_O_voted,race_U_voted,race_W_voted,ethnic_HL,ethnic_NL,ethnic_UN,ethnic_HL_voted,ethnic_NL_voted,ethnic_UN_voted,party_CST,party_DEM,party_GRE,party_LIB,party_REP,party_UNA,party_CST_voted,party_DEM_voted,party_GRE_voted,party_LIB_voted,party_REP_voted,party_UNA_voted
07-10,4902,2707,2590,2046,266,1430,1150,127,112,722,17,42,201,372,3436,47,335,11,21,97,181,2015,149,3527,1226,70,1993,644,1,1816,0,38,1143,1904,0,1094,0,10,614,989
01-26,3188,1078,1391,1171,626,557,430,91,13,1862,5,43,61,680,524,8,578,3,12,19,119,339,70,1511,1607,22,676,380,0,1711,1,11,95,1370,0,709,1,5,39,324
13-01,4669,2192,2529,1813,327,1276,808,108,120,2367,17,81,280,500,1304,56,1155,4,23,97,192,665,320,2900,1449,104,1438,650,0,2683,1,22,500,1463,0,1360,1,9,253,569
12-09,4355,2678,2270,1952,133,1397,1211,70,49,447,10,13,94,195,3547,23,253,7,8,45,106,2236,108,3098,1149,48,1973,657,1,1173,1,28,1648,1504,0,739,0,14,1051,874
01-19,2017,910,1041,797,179,550,326,34,8,1555,4,24,49,239,138,2,753,2,6,16,53,78,66,1215,736,16,635,259,0,1456,0,4,61,496,0,745,0,2,18,145
20-15,3494,1867,1764,1497,233,945,806,116,528,481,21,26,260,284,1894,318,249,9,10,119,157,1005,137,2258,1099,63,1185,619,0,1125,0,35,689,1645,0,650,0,14,352,851
16-01,2681,1245,1411,1122,148,658,541,46,17,590,3,23,94,189,1765,8,299,0,10,30,69,829,125,1953,603,39,948,258,1,1004,1,19,784,872,0,529,0,4,377,335
18-05,4856,3463,2425,2326,105,1757,1650,56,183,137,5,29,173,136,4193,125,104,4,20,123,81,3006,61,3812,983,34,2789,640,0,1276,0,27,1701,1852,0,996,0,15,1216,1236
04-17,1832,1150,956,807,69,600,514,36,57,150,5,25,77,110,1408,41,76,4,14,47,58,910,52,1336,444,28,861,261,0,629,1,16,411,775,0,436,1,7,244,462
06-08,2136,1366,1108,958,70,736,595,35,37,401,6,14,69,116,1493,24,256,4,7,49,64,962,67,1481,588,42,974,350,0,776,1,13,587,759,0,527,0,6,377,456
19-12,6101,3574,3210,2627,264,1922,1540,112,102,851,12,46,219,387,4484,51,517,7,22,100,194,2683,235,4562,1304,122,2720,732,1,1821,0,48,2018,2213,0,1159,0,22,1199,1194
20-05,3921,2634,1988,1792,141,1332,1228,74,162,178,8,21,153,171,3228,98,124,4,11,100,95,2202,43,2921,957,22,2004,608,0,993,1,22,1351,1554,0,719,0,7,883,1025
01-45,1753,1107,920,772,61,571,512,24,48,287,2,8,60,101,1247,13,131,1,3,25,50,884,59,1330,364,22,883,202,0,652,1,9,431,660,0,412,1,5,291,398
07-11,1189,890,650,519,20,480,397,13,12,35,0,3,29,45,1065,7,26,0,2,23,31,801,8,1001,180,4,757,129,0,442,0,4,333,410,0,357,0,3,243,287
19-16,2577,1570,1307,1182,88,829,704,37,28,685,6,15,80,134,1629,18,461,4,5,40,52,990,93,1932,552,47,1217,306,0,1018,0,12,790,757,0,675,0,7,485,403
01-46,3083,1219,1671,1149,263,729,434,56,53,1802,9,39,189,385,606,15,720,4,17,45,98,320,263,1776,1044,67,791,361,1,1842,0,22,253,965,0,789,0,8,111,311
01-38,2238,1314,1112,1005,121,689,579,46,50,603,6,28,127,216,1208,25,324,4,12,42,90,817,145,1562,531,46,995,273,1,1099,0,18,350,770,0,692,0,7,215,400
12-02,4373,2451,2263,1935,175,1291,1092,68,35,825,11,42,169,268,3023,18,472,6,16,75,120,1744,200,2957,1216,88,1735,628,2,1432,1,51,1358,1529,0,878,0,19,780,774
06-07,3315,2083,1639,1559,117,1016,1011,56,139,403,2,21,169,196,2385,88,240,1,9,86,104,1555,84,2391,840,36,1548,499,0,1002,0,26,1002,1285,0,683,0,12,643,745
20-09,2696,1836,1338,1286,72,935,869,32,62,122,6,19,79,104,2304,42,82,4,11,52,60,1585,41,2041,614,22,1432,382,0,713,0,22,831,1130,0,545,0,9,535,747
01-07,1916,1271,834,965,117,574,622,75,34,53,4,20,45,135,1625,22,32,3,11,30,88,1085,37,1426,453,26,957,288,1,817,0,22,319,757,0,645,0,11,170,445
05-06,4796,3081,2440,2181,175,1579,1407,95,722,160,8,25,331,253,3297,453,113,4,13,203,162,2133,77,3363,1356,47,2225,809,0,1270,0,16,1298,2212,0,884,0,8,826,1363
07-07,3472,2328,1842,1519,111,1262,1013,53,63,319,3,16,125,180,2766,41,179,3,7,71,100,1927,71,2763,638,37,1917,374,0,1136,1,27,1001,1307,0,846,1,10,669,802
04-09,2398,1481,1189,1128,81,734,711,36,224,113,12,21,165,118,1745,139,50,9,8,98,69,1108,66,1752,580,33,1130,318,0,586,0,10,780,1022,0,377,0,6,488,610
04-21,1864,875,929,831,104,454,380,41,70,364,3,21,155,149,1102,29,161,1,6,49,75,554,110,1201,553,38,593,244,0,716,0,18,298,832,0,384,0,7,134,350
01-33,1503,1098,774,677,52,570,495,33,20,32,0,5,27,74,1345,10,21,0,4,19,40,1004,5,1223,275,3,924,171,0,647,1,8,395,452,0,515,1,3,277,302
01-02,1907,1183,969,779,159,604,533,46,27,51,3,20,40,190,1576,12,10,0,10,25,65,1061,30,1420,457,11,958,214,0,785,0,15,336,771,0,557,0,4,189,433
16-03,1512,783,786,662,64,427,338,18,7,499,4,15,56,93,838,6,259,2,6,16,27,467,70,1093,349,12,609,162,0,690,0,18,305,499,0,387,0,10,180,206
08-09,1969,1222,1041,859,69,642,543,37,36,235,1,14,68,126,1489,24,112,0,5,26,68,987,79,1471,419,30,942,250,0,726,0,18,463,762,0,473,0,9,274,466
12-08,4337,2398,2310,1874,153,1282,1052,64,38,922,13,29,144,275,2916,20,531,8,14,42,134,1649,162,2915,1260,55,1692,651,2,1552,0,30,1332,1421,1,915,0,14,736,732
20-01,3581,1970,1851,1587,143,1043,869,58,133,565,11,44,198,210,2420,69,332,6,15,85,99,1364,168,2432,981,59,1395,516,0,1228,1,37,933,1382,0,763,0,14,512,681
04-03,2049,1144,1039,909,101,583,525,36,40,296,2,25,133,126,1427,20,112,1,11,61,49,890,104,1483,462,38,890,216,3,779,1,9,458,799,2,469,0,2,277,394
06-05,3157,2046,1554,1511,92,1034,966,46,26,199,2,11,43,121,2755,12,113,2,9,21,64,1825,44,2402,711,20,1657,369,0,713,0,15,1307,1122,0,501,0,11,877,657
16-11,2761,1407,1539,1053,169,835,513,59,27,1846,12,31,104,260,481,11,1026,7,17,41,106,199,145,1741,875,59,910,438,0,1810,0,16,229,706,0,1027,0,9,92,279
01-29,2275,1720,1161,1045,69,886,798,36,18,46,4,10,17,86,2094,9,24,3,4,13,45,1622,18,1882,375,12,1461,247,0,800,0,13,819,643,0,655,0,4,615,446
01-03,1864,1426,953,848,63,741,650,35,7,21,2,3,21,70,1740,6,14,2,2,16,47,1339,18,1509,337,14,1175,237,0,652,0,5,637,570,0,528,0,3,469,426
01-05,1058,805,539,490,29,416,372,17,3,23,0,2,13,49,968,3,10,0,2,10,31,749,5,868,185,2,675,128,0,405,0,2,369,282,0,322,0,1,276,206
04-06,2860,2024,1526,1253,81,1065,913,46,61,97,2,27,103,125,2445,36,66,1,17,67,79,1758,70,2183,607,43,1594,387,0,965,0,15,789,1091,0,733,0,7,541,743
01-09,1118,865,581,492,45,450,385,30,7,16,0,4,15,47,1029,4,8,0,3,7,31,812,7,908,203,5,719,141,0,504,1,5,206,402,0,432,1,4,139,289
13-11,2999,2007,1569,1330,100,1051,907,49,40,239,2,23,73,164,2458,21,166,0,9,40,80,1691,48,2409,542,33,1669,305,1,824,0,16,1116,1042,1,610,0,6,764,626
04-15,2355,1578,1232,1047,76,827,713,38,70,207,5,15,100,116,1842,49,114,5,6,53,68,1283,77,1735,543,51,1199,328,0,781,1,27,551,995,0,558,1,16,359,644
09-01,2408,1283,1205,1135,68,663,601,19,9,712,7,13,57,128,1482,1,370,4,5,21,43,839,59,1865,484,20,1044,219,0,1000,0,7,730,671,0,547,0,3,445,288
01-42,2821,1909,1479,1268,74,1006,872,31,43,194,4,14,96,130,2340,22,111,2,5,51,80,1638,36,2303,482,20,1609,280,1,835,1,15,1069,900,0,596,1,7,754,551
13-07,2280,1317,1178,966,136,718,541,58,105,816,7,32,142,187,991,50,500,4,16,54,81,612,143,1556,581,59,971,287,0,1151,1,15,376,737,0,715,0,7,233,362
15-04,2205,1455,1115,1019,71,758,658,39,14,365,2,16,51,105,1652,6,268,1,8,34,62,1076,46,1734,425,23,1177,255,0,712,0,10,834,649,0,516,0,4,576,359
01-47,2072,1507,1058,960,54,769,710,28,20,99,5,10,54,76,1808,15,73,4,5,36,46,1328,28,1715,329,19,1288,200,1,659,0,13,777,622,1,524,0,10,554,418
02-05,992,738,493,475,24,367,362,9,17,32,3,5,38,36,861,12,23,1,3,24,22,653,14,846,132,8,641,89,0,247,0,5,357,383,0,190,0,5,277,266
01-37,1787,1250,919,827,41,649,586,15,15,111,3,4,34,73,1547,9,64,1,4,28,35,1109,20,1477,290,10,1077,163,0,642,0,13,530,602,0,490,0,5,357,398
01-07A,308,168,175,112,21,100,60,8,7,191,3,5,14,33,55,3,104,3,3,7,13,35,8,179,121,7,101,60,0,226,0,3,17,62,0,131,0,2,11,24
17-02,1226,715,644,530,52,377,322,16,11,276,3,22,50,90,774,3,172,0,9,12,33,486,66,903,257,20,563,132,0,490,0,3,321,412,0,314,0,2,183,216
01-10,1428,1131,732,650,46,582,519,30,9,18,0,7,14,63,1317,5,10,0,6,6,42,1062,13,1161,254,10,935,186,0,577,0,5,363,483,0,498,0,1,271,361
13-06,2898,1892,1560,1236,102,1032,811,49,55,428,7,23,108,165,2112,31,283,5,17,63,88,1405,96,2195,607,60,1476,356,0,998,0,22,838,1040,0,698,0,11,538,645
20-10,3129,2035,1545,1480,104,1028,951,56,344,102,10,26,205,158,2284,201,68,5,12,118,96,1535,81,2312,736,49,1556,430,1,809,0,9,819,1491,1,571,0,3,521,939
04-02,2560,1564,1294,1177,89,804,723,37,70,229,4,24,157,156,1920,34,108,4,11,63,75,1269,169,1798,593,66,1185,313,0,936,0,19,590,1015,0,598,0,6,377,583
07-02,1632,1085,874,707,51,591,469,25,43,204,3,16,46,81,1239,24,116,1,7,25,52,860,32,1272,328,18,867,200,0,605,0,14,497,516,0,411,0,8,352,314
01-27,2069,1181,884,1051,134,549,583,49,29,357,7,30,63,183,1400,20,131,2,13,32,76,907,75,1393,601,27,863,291,1,993,1,16,196,862,0,636,0,7,94,444
04-16,2101,1451,1111,906,84,798,616,37,43,107,3,12,70,117,1749,28,72,2,8,43,73,1225,42,1562,497,27,1112,312,0,731,0,19,504,847,0,563,0,13,325,550
07-07A,612,447,430,176,6,317,126,4,2,1,0,2,1,13,593,1,0,0,1,0,8,437,1,510,101,1,379,67,0,279,0,1,209,123,0,209,0,1,145,92
20-06B,3397,2259,1751,1543,103,1160,1041,58,61,73,4,11,90,143,3015,40,55,2,9,54,87,2012,66,2494,837,33,1677,549,0,847,2,30,1102,1416,0,626,0,16,731,886
10-01,1242,800,639,572,31,425,368,7,9,200,1,7,17,44,964,6,134,1,3,5,19,632,32,996,214,9,674,117,0,405,0,3,506,328,0,270,0,1,358,171
01-04,1176,845,614,515,47,443,377,25,7,24,1,5,6,63,1070,6,14,1,3,3,36,782,7,936,233,4,693,148,0,417,0,6,344,409,0,323,0,3,235,284
07-05,1797,1175,1021,723,53,685,469,21,11,258,1,6,51,91,1379,10,147,1,2,25,44,946,45,1420,332,17,967,191,0,670,0,13,496,618,0,454,0,4,333,384
